,Year,Year Code,State,State Code,Age of Mother 10,Age of Mother 10 Code,Births,Female Population,Fertility Rate,Average Birth Weight,Standard Deviation for Average Birth Weight,Average LMP Gestational Age,Standard Deviation for Average LMP Gestational Age,Average OE Gestational Age,Standard Deviation for Average OE Gestational Age
0,2007.0,2007.0,Alabama,1.0,Under 15 years,15-,136.0,Not Available,Not Available,2998.37,620.62,37.66,3.98,38.01,3.12
1,2007.0,2007.0,Alabama,1.0,15 - 17 years,15-17,2815.0,100067,28.13,3059.11,611.03,38.08,3.31,38.16,2.6
2,2007.0,2007.0,Alabama,1.0,18 - 19 years,18-19,5881.0,66944,87.85,3082.87,590.55,38.22,3.03,38.19,2.46
3,2007.0,2007.0,Alabama,1.0,20-24 years,20-24,20228.0,163425,123.78,3141.11,595.46,38.25,2.87,38.13,2.31
4,2007.0,2007.0,Alabama,1.0,25-29 years,25-29,18434.0,156497,117.79,3208.7,606.35,38.2,2.74,38.09,2.27
5,2007.0,2007.0,Alabama,1.0,30-34 years,30-34,11356.0,145591,78.00,3247.87,628.77,38.09,2.68,38.03,2.32
6,2007.0,2007.0,Alabama,1.0,35-39 years,35-39,4998.0,159044,31.43,3211.88,677.75,37.76,2.9,37.85,2.51
7,2007.0,2007.0,Alabama,1.0,40-44 years,40-44,919.0,166904,5.51,3214.8,677.47,37.61,2.9,37.82,2.44
8,2007.0,2007.0,Alabama,1.0,45-49 years,45-49,36.0,Not Available,Not Available,2890.72,665.19,37.31,2.35,37.44,2.42
9,2007.0,2007.0,Alaska,2.0,15 - 17 years,15-17,271.0,16654,16.27,3314.03,640.46,38.58,3.16,38.54,2.71
10,2007.0,2007.0,Alaska,2.0,18 - 19 years,18-19,846.0,9401,89.99,3367.54,549.47,38.87,2.37,38.75,2.02
11,2007.0,2007.0,Alaska,2.0,20-24 years,20-24,3316.0,24336,136.26,3396.42,563.71,38.84,2.39,38.71,2.05
12,2007.0,2007.0,Alaska,2.0,25-29 years,25-29,3184.0,23398,136.08,3442.69,571.69,38.87,2.21,38.82,1.86
13,2007.0,2007.0,Alaska,2.0,30-34 years,30-34,2089.0,20973,99.60,3454.27,611.56,38.74,2.32,38.72,2.06
14,2007.0,2007.0,Alaska,2.0,35-39 years,35-39,1054.0,22611,46.61,3398.32,623.06,38.49,2.42,38.56,2.14
15,2007.0,2007.0,Alaska,2.0,40-44 years,40-44,262.0,24314,10.78,3361.03,720.89,38.37,2.83,38.35,2.57
16,2007.0,2007.0,Alaska,2.0,45-49 years,45-49,23.0,Not Available,Not Available,3222.39,801.59,38.22,2.89,36.65,4.35
17,2007.0,2007.0,Arizona,4.0,Under 15 years,15-,181.0,Not Available,Not Available,3114.12,507.56,38.12,3.0,38.3,2.42
18,2007.0,2007.0,Arizona,4.0,15 - 17 years,15-17,4379.0,130982,33.43,3195.19,528.61,38.52,2.79,38.5,2.27
19,2007.0,2007.0,Arizona,4.0,18 - 19 years,18-19,8489.0,84883,100.01,3218.31,545.33,38.64,2.65,38.54,2.19
20,2007.0,2007.0,Arizona,4.0,20-24 years,20-24,27875.0,204621,136.23,3258.56,548.61,38.65,2.55,38.51,2.1
21,2007.0,2007.0,Arizona,4.0,25-29 years,25-29,28833.0,220007,131.05,3314.49,555.08,38.65,2.39,38.5,2.05
22,2007.0,2007.0,Arizona,4.0,30-34 years,30-34,21037.0,195182,107.78,3322.01,583.41,38.5,2.44,38.38,2.11
23,2007.0,2007.0,Arizona,4.0,35-39 years,35-39,9968.0,205433,48.52,3308.77,601.06,38.34,2.47,38.3,2.13
24,2007.0,2007.0,Arizona,4.0,40-44 years,40-44,2079.0,204918,10.15,3248.71,652.94,38.02,2.84,38.04,2.42
25,2007.0,2007.0,Arizona,4.0,45-49 years,45-49,135.0,Not Available,Not Available,3077.23,665.93,37.94,2.64,37.64,2.1
26,2007.0,2007.0,Arkansas,5.0,Under 15 years,15-,103.0,Not Available,Not Available,3013.24,497.87,37.86,3.61,37.97,2.57
27,2007.0,2007.0,Arkansas,5.0,15 - 17 years,15-17,1809.0,59368,30.47,3119.76,568.54,38.37,2.95,38.32,2.46
28,2007.0,2007.0,Arkansas,5.0,18 - 19 years,18-19,4117.0,39176,105.09,3130.26,581.42,38.53,2.82,38.37,2.34
29,2007.0,2007.0,Arkansas,5.0,20-24 years,20-24,13960.0,96034,145.37,3186.5,576.41,38.49,2.63,38.3,2.15
30,2007.0,2007.0,Arkansas,5.0,25-29 years,25-29,11715.0,98159,119.35,3259.06,584.46,38.49,2.42,38.31,2.05
31,2007.0,2007.0,Arkansas,5.0,30-34 years,30-34,6369.0,85904,74.14,3283.73,608.48,38.35,2.59,38.18,2.27
32,2007.0,2007.0,Arkansas,5.0,35-39 years,35-39,2753.0,92510,29.76,3275.09,677.77,38.23,2.75,38.08,2.43
33,2007.0,2007.0,Arkansas,5.0,40-44 years,40-44,515.0,97890,5.26,3214.65,678.78,38.21,2.62,38.0,2.3
34,2007.0,2007.0,Arkansas,5.0,45-49 years,45-49,35.0,Not Available,Not Available,3136.37,653.63,37.89,2.91,37.89,2.59
35,2007.0,2007.0,California,6.0,Under 15 years,15-,663.0,Not Available,Not Available,3131.91,539.16,38.23,2.83,38.32,2.46
36,2007.0,2007.0,California,6.0,15 - 17 years,15-17,17592.0,830407,21.18,3190.65,551.15,38.6,2.69,38.6,2.27
37,2007.0,2007.0,California,6.0,18 - 19 years,18-19,35825.0,519197,69.00,3232.69,548.36,38.77,2.54,38.7,2.15
38,2007.0,2007.0,California,6.0,20-24 years,20-24,128059.0,1265950,101.16,3290.21,548.64,38.81,2.39,38.68,2.04
39,2007.0,2007.0,California,6.0,25-29 years,25-29,150629.0,1315736,114.48,3325.37,560.77,38.78,2.31,38.63,2.01
40,2007.0,2007.0,California,6.0,30-34 years,30-34,135432.0,1224203,110.63,3324.62,579.5,38.64,2.31,38.53,2.05
41,2007.0,2007.0,California,6.0,35-39 years,35-39,78489.0,1324022,59.28,3308.67,606.94,38.43,2.36,38.38,2.15
42,2007.0,2007.0,California,6.0,40-44 years,40-44,18281.0,1324229,13.81,3261.65,646.65,38.19,2.54,38.18,2.33
43,2007.0,2007.0,California,6.0,45-49 years,45-49,1324.0,Not Available,Not Available,3045.29,756.5,37.54,3.03,37.42,2.87
44,2007.0,2007.0,California,6.0,50 years and over,50+,120.0,Not Available,Not Available,2821.07,839.21,36.99,3.49,36.36,3.48
45,2007.0,2007.0,Colorado,8.0,Under 15 years,15-,98.0,Not Available,Not Available,3040.06,636.56,37.51,4.03,38.32,3.23
46,2007.0,2007.0,Colorado,8.0,15 - 17 years,15-17,2229.0,98275,22.68,3083.31,553.78,38.57,3.02,38.56,2.36
47,2007.0,2007.0,Colorado,8.0,18 - 19 years,18-19,4508.0,63861,70.59,3103.51,536.47,38.69,2.77,38.61,2.21
48,2007.0,2007.0,Colorado,8.0,20-24 years,20-24,16342.0,163106,100.19,3158.91,547.74,38.71,2.58,38.6,2.13
49,2007.0,2007.0,Colorado,8.0,25-29 years,25-29,19687.0,170782,115.28,3205.44,546.39,38.69,2.43,38.61,2.05
50,2007.0,2007.0,Colorado,8.0,30-34 years,30-34,16748.0,162083,103.33,3220.36,562.51,38.57,2.36,38.56,2.05
51,2007.0,2007.0,Colorado,8.0,35-39 years,35-39,9238.0,172512,53.55,3211.3,584.31,38.38,2.38,38.45,2.13
52,2007.0,2007.0,Colorado,8.0,40-44 years,40-44,1822.0,174065,10.47,3140.09,626.11,38.06,2.59,38.23,2.3
53,2007.0,2007.0,Colorado,8.0,45-49 years,45-49,125.0,Not Available,Not Available,2979.46,593.47,37.42,2.62,37.72,2.43
54,2007.0,2007.0,Colorado,8.0,50 years and over,50+,12.0,Not Available,Not Available,1792.92,742.26,32.75,4.71,33.42,4.33
55,2007.0,2007.0,Connecticut,9.0,Under 15 years,15-,33.0,Not Available,Not Available,3275.61,543.57,39.03,1.77,39.21,1.68
56,2007.0,2007.0,Connecticut,9.0,15 - 17 years,15-17,883.0,76084,11.61,3129.69,584.22,38.66,2.95,38.59,2.56
57,2007.0,2007.0,Connecticut,9.0,18 - 19 years,18-19,1954.0,47008,41.57,3176.35,575.52,38.88,2.65,38.73,2.41
58,2007.0,2007.0,Connecticut,9.0,20-24 years,20-24,7244.0,105977,68.35,3238.62,599.83,38.78,2.59,38.63,2.35
59,2007.0,2007.0,Connecticut,9.0,25-29 years,25-29,10505.0,98955,106.16,3297.92,586.19,38.79,2.42,38.64,2.21
60,2007.0,2007.0,Connecticut,9.0,30-34 years,30-34,11694.0,103125,113.40,3313.88,605.1,38.63,2.44,38.54,2.29
61,2007.0,2007.0,Connecticut,9.0,35-39 years,35-39,7585.0,126823,59.81,3323.17,616.12,38.45,2.4,38.43,2.23
62,2007.0,2007.0,Connecticut,9.0,40-44 years,40-44,1636.0,143615,11.39,3276.23,644.36,38.33,2.45,38.32,2.3
63,2007.0,2007.0,Connecticut,9.0,45-49 years,45-49,108.0,Not Available,Not Available,3011.97,770.09,37.29,4.26,37.14,3.67
64,2007.0,2007.0,Connecticut,9.0,50 years and over,50+,18.0,Not Available,Not Available,2379.78,941.68,35.83,5.13,35.22,4.94
65,2007.0,2007.0,Delaware,10.0,Under 15 years,15-,17.0,Not Available,Not Available,3077.35,813.37,37.94,4.43,38.65,4.1
66,2007.0,2007.0,Delaware,10.0,15 - 17 years,15-17,391.0,18207,21.48,3087.92,611.74,38.36,3.46,38.44,2.75
67,2007.0,2007.0,Delaware,10.0,18 - 19 years,18-19,853.0,13512,63.13,3157.81,575.12,38.65,3.08,38.59,2.39
68,2007.0,2007.0,Delaware,10.0,20-24 years,20-24,3119.0,29638,105.24,3195.4,603.58,38.54,2.9,38.51,2.3
69,2007.0,2007.0,Delaware,10.0,25-29 years,25-29,3346.0,29625,112.95,3271.92,600.97,38.63,2.67,38.5,2.2
70,2007.0,2007.0,Delaware,10.0,30-34 years,30-34,2778.0,25760,107.84,3294.4,626.84,38.37,2.66,38.33,2.34
71,2007.0,2007.0,Delaware,10.0,35-39 years,35-39,1364.0,29927,45.58,3276.89,611.74,38.24,2.47,38.21,2.12
72,2007.0,2007.0,Delaware,10.0,40-44 years,40-44,291.0,33110,8.79,3220.98,687.76,37.93,2.65,37.94,2.38
73,2007.0,2007.0,Delaware,10.0,45-49 years,45-49,11.0,Not Available,Not Available,2871.36,1011.82,36.27,5.29,35.45,4.6
74,2007.0,2007.0,District of Columbia,11.0,Under 15 years,15-,21.0,Not Available,Not Available,2849.0,771.87,37.05,4.88,37.81,4.51
75,2007.0,2007.0,District of Columbia,11.0,15 - 17 years,15-17,395.0,9205,42.91,3050.86,607.59,38.3,3.33,38.47,2.71
76,2007.0,2007.0,District of Columbia,11.0,18 - 19 years,18-19,658.0,11674,56.36,3095.24,586.75,38.29,3.17,38.53,2.67
77,2007.0,2007.0,District of Columbia,11.0,20-24 years,20-24,1909.0,31047,61.49,3093.77,647.03,38.26,3.35,38.26,2.9
78,2007.0,2007.0,District of Columbia,11.0,25-29 years,25-29,1965.0,31573,62.24,3192.49,638.15,38.47,3.13,38.38,2.71
79,2007.0,2007.0,District of Columbia,11.0,30-34 years,30-34,2067.0,25385,81.43,3254.81,666.22,38.48,3.05,38.39,2.75
80,2007.0,2007.0,District of Columbia,11.0,35-39 years,35-39,1495.0,21384,69.91,3223.99,664.36,38.31,2.81,38.19,2.65
81,2007.0,2007.0,District of Columbia,11.0,40-44 years,40-44,328.0,19035,17.23,3223.78,687.63,38.15,3.3,38.14,2.94
82,2007.0,2007.0,District of Columbia,11.0,45-49 years,45-49,22.0,Not Available,Not Available,2920.95,771.54,37.09,2.94,36.41,3.52
83,2007.0,2007.0,Florida,12.0,Under 15 years,15-,378.0,Not Available,Not Available,3015.83,593.16,37.85,3.47,38.16,2.69
84,2007.0,2007.0,Florida,12.0,15 - 17 years,15-17,8121.0,361977,22.44,3105.73,590.21,38.32,3.16,38.32,2.56
85,2007.0,2007.0,Florida,12.0,18 - 19 years,18-19,17572.0,236059,74.44,3151.56,567.95,38.59,2.86,38.45,2.27
86,2007.0,2007.0,Florida,12.0,20-24 years,20-24,62647.0,581327,107.77,3207.76,571.77,38.58,2.73,38.4,2.19
87,2007.0,2007.0,Florida,12.0,25-29 years,25-29,64904.0,574020,113.07,3261.45,581.94,38.56,2.59,38.37,2.13
88,2007.0,2007.0,Florida,12.0,30-34 years,30-34,51195.0,539721,94.85,3274.24,594.56,38.41,2.57,38.27,2.15
89,2007.0,2007.0,Florida,12.0,35-39 years,35-39,27767.0,615417,45.12,3246.86,625.44,38.19,2.67,38.09,2.27
90,2007.0,2007.0,Florida,12.0,40-44 years,40-44,6188.0,670131,9.23,3198.69,659.68,37.99,2.84,37.92,2.46
91,2007.0,2007.0,Florida,12.0,45-49 years,45-49,367.0,Not Available,Not Available,3018.95,700.57,37.47,3.13,37.38,2.89
92,2007.0,2007.0,Florida,12.0,50 years and over,50+,26.0,Not Available,Not Available,2887.38,647.39,37.88,2.9,37.42,1.92
93,2007.0,2007.0,Georgia,13.0,Under 15 years,15-,294.0,Not Available,Not Available,2955.6,665.56,37.59,3.53,37.84,3.41
94,2007.0,2007.0,Georgia,13.0,15 - 17 years,15-17,5767.0,206284,27.96,3083.65,569.08,38.18,2.66,38.35,2.38
95,2007.0,2007.0,Georgia,13.0,18 - 19 years,18-19,12318.0,132488,92.97,3098.71,592.89,38.22,2.68,38.29,2.45
96,2007.0,2007.0,Georgia,13.0,20-24 years,20-24,41058.0,322022,127.50,3171.25,582.98,38.28,2.48,38.34,2.24
97,2007.0,2007.0,Georgia,13.0,25-29 years,25-29,41330.0,341780,120.93,3243.92,603.04,38.29,2.41,38.34,2.22
98,2007.0,2007.0,Georgia,13.0,30-34 years,30-34,31230.0,328669,95.02,3269.77,615.86,38.24,2.4,38.3,2.24
99,2007.0,2007.0,Georgia,13.0,35-39 years,35-39,15778.0,361126,43.69,3253.32,648.0,38.06,2.51,38.15,2.36
100,2007.0,2007.0,Georgia,13.0,40-44 years,40-44,3139.0,362054,8.67,3187.62,663.29,37.91,2.56,37.99,2.44
101,2007.0,2007.0,Georgia,13.0,45-49 years,45-49,203.0,Not Available,Not Available,3085.07,767.86,37.52,2.86,37.55,2.8
102,2007.0,2007.0,Georgia,13.0,50 years and over,50+,20.0,Not Available,Not Available,2762.1,777.48,37.0,3.54,36.65,3.04
103,2007.0,2007.0,Hawaii,15.0,Under 15 years,15-,18.0,Not Available,Not Available,2993.11,422.33,37.44,3.79,37.67,2.29
104,2007.0,2007.0,Hawaii,15.0,15 - 17 years,15-17,472.0,26001,18.15,3044.6,644.4,38.02,3.6,38.03,3.06
105,2007.0,2007.0,Hawaii,15.0,18 - 19 years,18-19,1138.0,15600,72.95,3174.98,563.29,38.7,3.15,38.48,2.27
106,2007.0,2007.0,Hawaii,15.0,20-24 years,20-24,4679.0,42813,109.29,3245.61,544.18,38.92,2.71,38.6,2.02
107,2007.0,2007.0,Hawaii,15.0,25-29 years,25-29,5099.0,45437,112.22,3275.11,546.23,38.91,2.55,38.52,2.01
108,2007.0,2007.0,Hawaii,15.0,30-34 years,30-34,4365.0,40076,108.92,3280.03,585.54,38.73,2.61,38.43,2.11
109,2007.0,2007.0,Hawaii,15.0,35-39 years,35-39,2667.0,43855,60.81,3241.25,610.82,38.51,2.47,38.27,2.18
110,2007.0,2007.0,Hawaii,15.0,40-44 years,40-44,648.0,45718,14.17,3184.67,692.14,38.19,2.92,38.04,2.62
111,2007.0,2007.0,Hawaii,15.0,45-49 years,45-49,43.0,Not Available,Not Available,3005.63,682.26,38.37,3.04,37.37,2.03
112,2007.0,2007.0,Idaho,16.0,Under 15 years,15-,17.0,Not Available,Not Available,3235.59,352.93,37.94,3.33,38.71,1.36
113,2007.0,2007.0,Idaho,16.0,15 - 17 years,15-17,626.0,33690,18.58,3184.24,540.99,38.58,2.72,38.49,2.3
114,2007.0,2007.0,Idaho,16.0,18 - 19 years,18-19,1631.0,22931,71.13,3213.43,548.91,38.8,2.59,38.56,2.11
115,2007.0,2007.0,Idaho,16.0,20-24 years,20-24,7548.0,53001,142.41,3272.69,539.16,38.83,2.36,38.57,1.99
116,2007.0,2007.0,Idaho,16.0,25-29 years,25-29,7909.0,50457,156.75,3323.43,537.67,38.75,2.28,38.54,1.93
117,2007.0,2007.0,Idaho,16.0,30-34 years,30-34,4753.0,46120,103.06,3329.07,574.08,38.59,2.34,38.42,2.01
118,2007.0,2007.0,Idaho,16.0,35-39 years,35-39,2084.0,47159,44.19,3345.93,609.11,38.5,2.39,38.37,2.1
119,2007.0,2007.0,Idaho,16.0,40-44 years,40-44,428.0,48223,8.88,3289.26,693.83,38.02,2.77,38.01,2.48
120,2007.0,2007.0,Idaho,16.0,45-49 years,45-49,20.0,Not Available,Not Available,3117.1,781.85,37.8,2.38,37.45,2.67
121,2007.0,2007.0,Illinois,17.0,Under 15 years,15-,260.0,Not Available,Not Available,3012.96,655.19,37.68,4.08,37.88,3.39
122,2007.0,2007.0,Illinois,17.0,15 - 17 years,15-17,5996.0,276539,21.68,3113.39,578.91,38.41,3.08,38.51,2.43
123,2007.0,2007.0,Illinois,17.0,18 - 19 years,18-19,12093.0,173816,69.57,3138.81,586.61,38.54,2.98,38.48,2.46
124,2007.0,2007.0,Illinois,17.0,20-24 years,20-24,40055.0,429962,93.16,3211.48,580.93,38.6,2.72,38.51,2.27
125,2007.0,2007.0,Illinois,17.0,25-29 years,25-29,50665.0,445735,113.67,3285.81,591.62,38.59,2.54,38.48,2.2
126,2007.0,2007.0,Illinois,17.0,30-34 years,30-34,43847.0,420791,104.20,3320.16,604.35,38.5,2.45,38.42,2.17
127,2007.0,2007.0,Illinois,17.0,35-39 years,35-39,23038.0,447946,51.43,3308.43,633.73,38.27,2.54,38.27,2.27
128,2007.0,2007.0,Illinois,17.0,40-44 years,40-44,4578.0,460521,9.94,3233.42,683.41,37.99,2.79,38.03,2.56
129,2007.0,2007.0,Illinois,17.0,45-49 years,45-49,286.0,Not Available,Not Available,3048.09,799.17,37.47,3.3,37.4,2.91
130,2007.0,2007.0,Illinois,17.0,50 years and over,50+,18.0,Not Available,Not Available,3017.94,693.94,37.44,2.09,37.39,1.92
131,2007.0,2007.0,Indiana,18.0,Under 15 years,15-,109.0,Not Available,Not Available,3033.53,569.15,37.66,3.05,38.03,2.52
132,2007.0,2007.0,Indiana,18.0,15 - 17 years,15-17,2962.0,137648,21.52,3154.39,576.87,38.51,3.05,38.49,2.6
133,2007.0,2007.0,Indiana,18.0,18 - 19 years,18-19,6986.0,93624,74.62,3163.65,599.74,38.63,2.98,38.49,2.49
134,2007.0,2007.0,Indiana,18.0,20-24 years,20-24,25642.0,219955,116.58,3223.5,576.13,38.6,2.65,38.48,2.23
135,2007.0,2007.0,Indiana,18.0,25-29 years,25-29,27141.0,209192,129.74,3288.17,592.4,38.52,2.5,38.45,2.2
136,2007.0,2007.0,Indiana,18.0,30-34 years,30-34,17912.0,196474,91.17,3321.93,607.14,38.41,2.45,38.36,2.16
137,2007.0,2007.0,Indiana,18.0,35-39 years,35-39,7588.0,214322,35.40,3314.51,639.83,38.22,2.6,38.23,2.32
138,2007.0,2007.0,Indiana,18.0,40-44 years,40-44,1456.0,226631,6.42,3254.52,677.36,38.02,2.59,38.07,2.43
139,2007.0,2007.0,Indiana,18.0,45-49 years,45-49,67.0,Not Available,Not Available,3096.95,723.29,37.74,2.51,38.15,2.33
140,2007.0,2007.0,Iowa,19.0,Under 15 years,15-,41.0,Not Available,Not Available,3087.0,769.5,38.15,3.76,38.05,3.79
141,2007.0,2007.0,Iowa,19.0,15 - 17 years,15-17,974.0,63060,15.45,3176.7,593.99,38.66,3.08,38.57,2.45
142,2007.0,2007.0,Iowa,19.0,18 - 19 years,18-19,2555.0,44664,57.20,3230.96,598.36,38.77,2.85,38.6,2.34
143,2007.0,2007.0,Iowa,19.0,20-24 years,20-24,10545.0,105280,100.16,3300.16,574.17,38.85,2.65,38.64,2.13
144,2007.0,2007.0,Iowa,19.0,25-29 years,25-29,13537.0,90790,149.10,3362.53,586.09,38.73,2.47,38.61,2.08
145,2007.0,2007.0,Iowa,19.0,30-34 years,30-34,8771.0,85835,102.18,3396.21,595.21,38.62,2.34,38.54,2.01
146,2007.0,2007.0,Iowa,19.0,35-39 years,35-39,3763.0,91532,41.11,3390.8,621.9,38.37,2.52,38.4,2.13
147,2007.0,2007.0,Iowa,19.0,40-44 years,40-44,659.0,100418,6.56,3332.63,658.03,38.24,2.68,38.26,2.29
148,2007.0,2007.0,Iowa,19.0,45-49 years,45-49,40.0,Not Available,Not Available,3232.0,561.78,37.88,3.09,38.55,1.92
149,2007.0,2007.0,Kansas,20.0,Under 15 years,15-,48.0,Not Available,Not Available,3082.44,652.03,37.52,3.58,38.17,3.14
150,2007.0,2007.0,Kansas,20.0,15 - 17 years,15-17,1276.0,60169,21.21,3153.82,628.23,38.37,3.2,38.41,2.77
151,2007.0,2007.0,Kansas,20.0,18 - 19 years,18-19,2995.0,40394,74.14,3197.64,588.97,38.64,2.81,38.53,2.3
152,2007.0,2007.0,Kansas,20.0,20-24 years,20-24,11639.0,100468,115.85,3257.25,559.58,38.68,2.52,38.58,2.12
153,2007.0,2007.0,Kansas,20.0,25-29 years,25-29,12841.0,89290,143.81,3313.05,567.68,38.66,2.35,38.58,2.05
154,2007.0,2007.0,Kansas,20.0,30-34 years,30-34,8605.0,83766,102.73,3350.38,584.62,38.54,2.35,38.53,2.11
155,2007.0,2007.0,Kansas,20.0,35-39 years,35-39,3815.0,87104,43.80,3348.63,626.51,38.32,2.51,38.43,2.24
156,2007.0,2007.0,Kansas,20.0,40-44 years,40-44,735.0,93824,7.83,3366.01,592.07,38.49,2.19,38.69,1.78
157,2007.0,2007.0,Kansas,20.0,45-49 years,45-49,49.0,Not Available,Not Available,3355.27,550.23,38.35,1.86,38.71,1.44
158,2007.0,2007.0,Kentucky,21.0,Under 15 years,15-,93.0,Not Available,Not Available,3025.46,628.03,37.63,3.41,37.89,2.88
159,2007.0,2007.0,Kentucky,21.0,15 - 17 years,15-17,2164.0,86561,25.00,3134.49,610.16,38.34,3.11,38.25,2.49
160,2007.0,2007.0,Kentucky,21.0,18 - 19 years,18-19,5383.0,56998,94.44,3147.54,598.61,38.49,2.9,38.24,2.36
161,2007.0,2007.0,Kentucky,21.0,20-24 years,20-24,17977.0,141866,126.72,3206.58,595.35,38.47,2.85,38.22,2.23
162,2007.0,2007.0,Kentucky,21.0,25-29 years,25-29,17472.0,143615,121.66,3264.82,596.67,38.44,2.62,38.2,2.12
163,2007.0,2007.0,Kentucky,21.0,30-34 years,30-34,10670.0,133606,79.86,3304.21,614.64,38.37,2.53,38.14,2.1
164,2007.0,2007.0,Kentucky,21.0,35-39 years,35-39,4658.0,146307,31.84,3274.92,659.99,38.16,2.76,37.99,2.27
165,2007.0,2007.0,Kentucky,21.0,40-44 years,40-44,895.0,154527,5.79,3229.17,694.63,37.77,2.97,37.74,2.47
166,2007.0,2007.0,Kentucky,21.0,45-49 years,45-49,55.0,Not Available,Not Available,3017.69,854.14,36.82,3.68,36.91,3.3
167,2007.0,2007.0,Louisiana,22.0,Under 15 years,15-,171.0,Not Available,Not Available,2899.92,587.47,37.15,3.9,37.61,3.13
168,2007.0,2007.0,Louisiana,22.0,15 - 17 years,15-17,2725.0,96096,28.36,3009.65,611.66,37.87,3.24,38.0,2.75
169,2007.0,2007.0,Louisiana,22.0,18 - 19 years,18-19,6249.0,66484,93.99,3040.5,610.55,38.03,3.01,38.01,2.63
170,2007.0,2007.0,Louisiana,22.0,20-24 years,20-24,21775.0,165712,131.40,3109.71,583.04,38.17,2.81,38.07,2.31
171,2007.0,2007.0,Louisiana,22.0,25-29 years,25-29,18711.0,157643,118.69,3170.32,589.23,38.16,2.66,38.06,2.23
172,2007.0,2007.0,Louisiana,22.0,30-34 years,30-34,10847.0,132058,82.14,3195.8,624.73,38.1,2.69,37.99,2.29
173,2007.0,2007.0,Louisiana,22.0,35-39 years,35-39,4840.0,142808,33.89,3183.33,666.22,37.94,2.86,37.81,2.46
174,2007.0,2007.0,Louisiana,22.0,40-44 years,40-44,949.0,154959,6.12,3142.69,669.86,37.87,2.92,37.81,2.49
175,2007.0,2007.0,Louisiana,22.0,45-49 years,45-49,32.0,Not Available,Not Available,2941.69,640.74,37.52,2.11,37.55,1.58
176,2007.0,2007.0,Maine,23.0,15 - 17 years,15-17,251.0,27414,9.16,3261.03,606.0,39.27,2.94,38.87,2.37
177,2007.0,2007.0,Maine,23.0,18 - 19 years,18-19,921.0,17584,52.38,3291.83,617.8,39.22,2.86,38.8,2.23
178,2007.0,2007.0,Maine,23.0,20-24 years,20-24,3627.0,39143,92.66,3329.72,564.49,39.15,2.64,38.86,2.11
179,2007.0,2007.0,Maine,23.0,25-29 years,25-29,4195.0,36580,114.68,3381.36,581.82,38.95,2.49,38.77,2.08
180,2007.0,2007.0,Maine,23.0,30-34 years,30-34,3114.0,36227,85.96,3401.5,604.46,38.79,2.49,38.69,2.18
181,2007.0,2007.0,Maine,23.0,35-39 years,35-39,1650.0,44656,36.95,3400.95,624.62,38.65,2.67,38.59,2.33
182,2007.0,2007.0,Maine,23.0,40-44 years,40-44,329.0,51314,6.41,3376.11,644.13,38.51,2.73,38.51,2.4
183,2007.0,2007.0,Maine,23.0,45-49 years,45-49,23.0,Not Available,Not Available,3235.7,653.95,38.09,2.06,37.91,2.06
184,2007.0,2007.0,Maryland,24.0,Under 15 years,15-,92.0,Not Available,Not Available,3113.41,549.94,37.79,3.39,38.27,2.61
185,2007.0,2007.0,Maryland,24.0,15 - 17 years,15-17,2203.0,123980,17.77,3073.48,607.36,38.35,3.3,38.36,2.72
186,2007.0,2007.0,Maryland,24.0,18 - 19 years,18-19,4689.0,77068,60.84,3150.3,600.14,38.55,2.97,38.51,2.45
187,2007.0,2007.0,Maryland,24.0,20-24 years,20-24,16386.0,185419,88.37,3192.83,598.42,38.59,2.79,38.49,2.37
188,2007.0,2007.0,Maryland,24.0,25-29 years,25-29,20674.0,192283,107.52,3262.19,600.57,38.61,2.64,38.49,2.27
189,2007.0,2007.0,Maryland,24.0,30-34 years,30-34,19735.0,179807,109.76,3293.76,619.59,38.53,2.57,38.44,2.28
190,2007.0,2007.0,Maryland,24.0,35-39 years,35-39,11430.0,211283,54.10,3264.26,663.07,38.2,2.71,38.2,2.47
191,2007.0,2007.0,Maryland,24.0,40-44 years,40-44,2689.0,232536,11.56,3228.06,662.46,38.04,2.79,38.05,2.44
192,2007.0,2007.0,Maryland,24.0,45-49 years,45-49,186.0,Not Available,Not Available,3011.34,778.73,37.67,3.73,37.15,3.36
193,2007.0,2007.0,Maryland,24.0,50 years and over,50+,11.0,Not Available,Not Available,2835.91,608.8,36.0,3.98,36.73,1.42
194,2007.0,2007.0,Massachusetts,25.0,Under 15 years,15-,49.0,Not Available,Not Available,3020.43,644.9,38.14,3.83,38.1,3.38
195,2007.0,2007.0,Massachusetts,25.0,15 - 17 years,15-17,1547.0,131956,11.72,3135.78,603.48,38.7,2.91,38.67,2.58
196,2007.0,2007.0,Massachusetts,25.0,18 - 19 years,18-19,3402.0,99260,34.27,3200.53,597.21,38.84,2.65,38.84,2.33
197,2007.0,2007.0,Massachusetts,25.0,20-24 years,20-24,12605.0,226471,55.66,3264.04,571.54,38.89,2.44,38.86,2.05
198,2007.0,2007.0,Massachusetts,25.0,25-29 years,25-29,19292.0,211772,91.10,3307.39,594.96,38.76,2.42,38.79,2.15
199,2007.0,2007.0,Massachusetts,25.0,30-34 years,30-34,23341.0,201202,116.01,3352.11,596.51,38.67,2.28,38.79,2.07
200,2007.0,2007.0,Massachusetts,25.0,35-39 years,35-39,14340.0,233111,61.52,3344.0,627.41,38.42,2.35,38.61,2.18
