,Year,Year Code,State,State Code,Age of Mother 10,Age of Mother 10 Code,Births,Female Population,Fertility Rate,Average Birth Weight,Standard Deviation for Average Birth Weight,Average LMP Gestational Age,Standard Deviation for Average LMP Gestational Age,Average OE Gestational Age,Standard Deviation for Average OE Gestational Age
1127,2009.0,2009.0,Massachusetts,25.0,50 years and over,50+,20.0,Not Available,Not Available,2677.9,741.04,36.65,2.46,36.3,2.35
1128,2009.0,2009.0,Michigan,26.0,Under 15 years,15-,131.0,Not Available,Not Available,3143.35,551.0,38.08,2.88,38.45,2.22
1129,2009.0,2009.0,Michigan,26.0,15 - 17 years,15-17,3367.0,214851,15.67,3135.24,590.49,38.53,3.16,38.6,2.61
1130,2009.0,2009.0,Michigan,26.0,18 - 19 years,18-19,8342.0,151643,55.01,3174.76,593.04,38.71,2.92,38.6,2.41
1131,2009.0,2009.0,Michigan,26.0,20-24 years,20-24,28447.0,327501,86.86,3237.86,595.17,38.73,2.75,38.59,2.31
1132,2009.0,2009.0,Michigan,26.0,25-29 years,25-29,34524.0,297583,116.01,3313.48,604.18,38.74,2.59,38.59,2.19
1133,2009.0,2009.0,Michigan,26.0,30-34 years,30-34,27557.0,287794,95.75,3332.34,619.47,38.58,2.54,38.47,2.23
1134,2009.0,2009.0,Michigan,26.0,35-39 years,35-39,12142.0,319881,37.96,3298.32,653.08,38.36,2.65,38.29,2.35
1135,2009.0,2009.0,Michigan,26.0,40-44 years,40-44,2625.0,339488,7.73,3287.73,667.58,38.21,2.71,38.23,2.31
1136,2009.0,2009.0,Michigan,26.0,45-49 years,45-49,144.0,Not Available,Not Available,3150.46,680.78,37.84,2.86,37.81,2.74
1137,2009.0,2009.0,Michigan,26.0,50 years and over,50+,15.0,Not Available,Not Available,2703.33,796.68,35.53,3.1,35.6,2.78
1138,2009.0,2009.0,Minnesota,27.0,Under 15 years,15-,37.0,Not Available,Not Available,3172.3,503.88,39.0,1.85,38.97,1.84
1139,2009.0,2009.0,Minnesota,27.0,15 - 17 years,15-17,1205.0,108566,11.10,3207.12,588.43,38.67,2.75,38.7,2.43
1140,2009.0,2009.0,Minnesota,27.0,18 - 19 years,18-19,3179.0,73153,43.46,3229.29,589.04,38.79,2.74,38.74,2.45
1141,2009.0,2009.0,Minnesota,27.0,20-24 years,20-24,14125.0,176416,80.07,3303.94,568.08,38.88,2.36,38.79,2.05
1142,2009.0,2009.0,Minnesota,27.0,25-29 years,25-29,22972.0,183201,125.39,3370.18,574.16,38.83,2.26,38.75,2.01
1143,2009.0,2009.0,Minnesota,27.0,30-34 years,30-34,18946.0,165589,114.42,3399.76,581.82,38.74,2.21,38.71,1.97
1144,2009.0,2009.0,Minnesota,27.0,35-39 years,35-39,8248.0,165502,49.84,3388.48,614.19,38.55,2.34,38.56,2.14
1145,2009.0,2009.0,Minnesota,27.0,40-44 years,40-44,1803.0,178092,10.12,3358.57,656.17,38.41,2.39,38.45,2.28
1146,2009.0,2009.0,Minnesota,27.0,45-49 years,45-49,112.0,Not Available,Not Available,3242.33,727.15,37.88,2.88,38.17,2.49
1147,2009.0,2009.0,Minnesota,27.0,50 years and over,50+,19.0,Not Available,Not Available,3102.26,621.62,39.21,2.26,38.53,1.9
1148,2009.0,2009.0,Mississippi,28.0,Under 15 years,15-,141.0,Not Available,Not Available,2973.84,498.29,37.54,2.95,38.16,1.91
1149,2009.0,2009.0,Mississippi,28.0,15 - 17 years,15-17,2244.0,64988,34.53,3018.16,550.38,37.96,2.99,38.18,2.25
1150,2009.0,2009.0,Mississippi,28.0,18 - 19 years,18-19,4701.0,46700,100.66,3045.91,592.94,38.02,3.04,38.08,2.52
1151,2009.0,2009.0,Mississippi,28.0,20-24 years,20-24,14052.0,104760,134.14,3084.34,589.29,38.11,2.79,38.04,2.3
1152,2009.0,2009.0,Mississippi,28.0,25-29 years,25-29,11797.0,101821,115.86,3150.43,610.13,38.07,2.72,37.99,2.25
1153,2009.0,2009.0,Mississippi,28.0,30-34 years,30-34,6737.0,93728,71.88,3191.82,635.03,37.98,2.68,37.95,2.26
1154,2009.0,2009.0,Mississippi,28.0,35-39 years,35-39,2682.0,97127,27.61,3160.93,691.09,37.79,2.9,37.74,2.51
1155,2009.0,2009.0,Mississippi,28.0,40-44 years,40-44,514.0,96847,5.31,3088.73,705.68,37.47,3.04,37.64,2.6
1156,2009.0,2009.0,Mississippi,28.0,45-49 years,45-49,33.0,Not Available,Not Available,3085.76,583.39,37.06,2.53,37.52,1.97
1157,2009.0,2009.0,Missouri,29.0,Under 15 years,15-,74.0,Not Available,Not Available,3089.58,501.56,38.35,2.36,38.59,1.92
1158,2009.0,2009.0,Missouri,29.0,15 - 17 years,15-17,2371.0,122485,19.36,3125.03,607.48,38.32,3.13,38.39,2.62
1159,2009.0,2009.0,Missouri,29.0,18 - 19 years,18-19,6128.0,86993,70.44,3159.07,603.25,38.58,2.9,38.46,2.51
1160,2009.0,2009.0,Missouri,29.0,20-24 years,20-24,21955.0,203946,107.65,3230.26,579.52,38.67,2.59,38.52,2.16
1161,2009.0,2009.0,Missouri,29.0,25-29 years,25-29,23813.0,202675,117.49,3308.01,587.05,38.63,2.44,38.51,2.07
1162,2009.0,2009.0,Missouri,29.0,30-34 years,30-34,16355.0,181709,90.01,3334.33,596.05,38.55,2.36,38.47,2.02
1163,2009.0,2009.0,Missouri,29.0,35-39 years,35-39,6833.0,188152,36.32,3321.0,639.73,38.36,2.59,38.33,2.28
1164,2009.0,2009.0,Missouri,29.0,40-44 years,40-44,1299.0,193980,6.70,3291.99,650.38,38.2,2.55,38.3,2.18
1165,2009.0,2009.0,Missouri,29.0,45-49 years,45-49,74.0,Not Available,Not Available,3158.5,656.95,38.05,2.83,38.08,2.44
1166,2009.0,2009.0,Montana,30.0,15 - 17 years,15-17,358.0,19384,18.47,3271.2,607.96,38.81,3.03,38.74,2.47
1167,2009.0,2009.0,Montana,30.0,18 - 19 years,18-19,906.0,13546,66.88,3250.52,541.05,38.97,2.54,38.68,2.21
1168,2009.0,2009.0,Montana,30.0,20-24 years,20-24,3305.0,32356,102.14,3257.41,558.14,38.74,2.44,38.56,2.07
1169,2009.0,2009.0,Montana,30.0,25-29 years,25-29,3764.0,30411,123.77,3309.51,552.17,38.72,2.33,38.61,1.9
1170,2009.0,2009.0,Montana,30.0,30-34 years,30-34,2618.0,27893,93.86,3351.48,580.91,38.71,2.34,38.65,2.01
1171,2009.0,2009.0,Montana,30.0,35-39 years,35-39,1069.0,27442,38.95,3326.3,591.48,38.55,2.3,38.48,2.0
1172,2009.0,2009.0,Montana,30.0,40-44 years,40-44,219.0,28885,7.58,3309.43,619.49,38.47,2.51,38.48,2.06
1173,2009.0,2009.0,Montana,30.0,45-49 years,45-49,16.0,Not Available,Not Available,3221.44,643.45,38.0,2.03,38.0,2.0
1174,2009.0,2009.0,Nebraska,31.0,Under 15 years,15-,26.0,Not Available,Not Available,3034.0,585.34,38.38,3.11,38.38,3.04
1175,2009.0,2009.0,Nebraska,31.0,15 - 17 years,15-17,632.0,37125,17.02,3161.01,577.33,38.39,3.13,38.41,2.47
1176,2009.0,2009.0,Nebraska,31.0,18 - 19 years,18-19,1577.0,26422,59.69,3207.49,556.21,38.7,2.67,38.58,2.12
1177,2009.0,2009.0,Nebraska,31.0,20-24 years,20-24,6452.0,63068,102.30,3279.79,565.44,38.74,2.49,38.58,2.07
1178,2009.0,2009.0,Nebraska,31.0,25-29 years,25-29,8827.0,61675,143.12,3332.13,566.07,38.66,2.28,38.58,2.0
1179,2009.0,2009.0,Nebraska,31.0,30-34 years,30-34,6349.0,56287,112.80,3357.59,584.69,38.53,2.27,38.47,2.0
1180,2009.0,2009.0,Nebraska,31.0,35-39 years,35-39,2561.0,54435,47.05,3350.72,610.69,38.28,2.32,38.35,2.12
1181,2009.0,2009.0,Nebraska,31.0,40-44 years,40-44,482.0,55061,8.75,3317.17,643.85,38.28,2.47,38.33,2.11
1182,2009.0,2009.0,Nebraska,31.0,45-49 years,45-49,28.0,Not Available,Not Available,3135.57,648.02,37.79,2.13,37.68,2.11
1183,2009.0,2009.0,Nevada,32.0,Under 15 years,15-,52.0,Not Available,Not Available,2966.44,802.77,37.16,4.5,37.25,4.3
1184,2009.0,2009.0,Nevada,32.0,15 - 17 years,15-17,1280.0,54129,23.65,3114.85,525.58,38.33,2.7,38.41,2.1
1185,2009.0,2009.0,Nevada,32.0,18 - 19 years,18-19,2599.0,34128,76.15,3173.88,530.5,38.56,2.59,38.5,2.09
1186,2009.0,2009.0,Nevada,32.0,20-24 years,20-24,9308.0,85445,108.94,3214.62,544.98,38.56,2.56,38.46,2.08
1187,2009.0,2009.0,Nevada,32.0,25-29 years,25-29,10836.0,97738,110.87,3267.84,548.33,38.54,2.4,38.44,1.95
1188,2009.0,2009.0,Nevada,32.0,30-34 years,30-34,8267.0,91627,90.22,3261.82,583.66,38.37,2.51,38.3,2.14
1189,2009.0,2009.0,Nevada,32.0,35-39 years,35-39,4230.0,95050,44.50,3217.82,610.46,38.09,2.58,38.09,2.17
1190,2009.0,2009.0,Nevada,32.0,40-44 years,40-44,975.0,91795,10.62,3204.29,613.47,38.07,2.51,38.07,2.02
1191,2009.0,2009.0,Nevada,32.0,45-49 years,45-49,58.0,Not Available,Not Available,2774.05,854.06,36.53,3.21,36.45,3.49
1192,2009.0,2009.0,New Hampshire,33.0,15 - 17 years,15-17,187.0,27184,6.88,3211.5,580.9,38.86,2.77,38.75,2.34
1193,2009.0,2009.0,New Hampshire,33.0,18 - 19 years,18-19,578.0,19373,29.84,3284.66,566.74,39.35,2.52,38.99,2.03
1194,2009.0,2009.0,New Hampshire,33.0,20-24 years,20-24,2742.0,41173,66.60,3320.14,576.45,39.14,2.46,38.9,2.07
1195,2009.0,2009.0,New Hampshire,33.0,25-29 years,25-29,3893.0,35856,108.57,3372.27,575.59,39.03,2.32,38.82,2.04
1196,2009.0,2009.0,New Hampshire,33.0,30-34 years,30-34,3713.0,36146,102.72,3384.54,590.25,38.85,2.25,38.71,2.04
1197,2009.0,2009.0,New Hampshire,33.0,35-39 years,35-39,1855.0,43201,42.94,3386.5,633.81,38.61,2.41,38.64,2.23
1198,2009.0,2009.0,New Hampshire,33.0,40-44 years,40-44,390.0,50188,7.77,3335.4,660.26,38.35,2.48,38.53,2.33
1199,2009.0,2009.0,New Hampshire,33.0,45-49 years,45-49,14.0,Not Available,Not Available,3259.21,525.43,38.62,1.33,38.54,1.28
1200,2009.0,2009.0,New Jersey,34.0,Under 15 years,15-,74.0,Not Available,Not Available,3189.99,473.96,38.99,2.32,38.85,1.36
1201,2009.0,2009.0,New Jersey,34.0,15 - 17 years,15-17,1929.0,181549,10.63,3114.68,577.27,38.52,3.05,38.48,2.47
1202,2009.0,2009.0,New Jersey,34.0,18 - 19 years,18-19,4479.0,109175,41.03,3175.12,545.14,38.79,2.8,38.64,2.25
1203,2009.0,2009.0,New Jersey,34.0,20-24 years,20-24,18568.0,257864,72.01,3220.9,571.99,38.82,2.69,38.61,2.18
1204,2009.0,2009.0,New Jersey,34.0,25-29 years,25-29,28707.0,274464,104.59,3270.31,577.36,38.79,2.52,38.57,2.1
1205,2009.0,2009.0,New Jersey,34.0,30-34 years,30-34,33246.0,278132,119.53,3286.43,591.44,38.67,2.45,38.47,2.09
1206,2009.0,2009.0,New Jersey,34.0,35-39 years,35-39,18604.0,306339,60.73,3287.58,621.49,38.41,2.55,38.31,2.23
1207,2009.0,2009.0,New Jersey,34.0,40-44 years,40-44,4388.0,336276,13.05,3224.09,666.84,38.13,2.73,38.04,2.42
1208,2009.0,2009.0,New Jersey,34.0,45-49 years,45-49,321.0,Not Available,Not Available,2944.59,755.28,37.59,3.1,37.26,2.82
1209,2009.0,2009.0,New Jersey,34.0,50 years and over,50+,15.0,Not Available,Not Available,2293.0,768.61,34.47,4.44,34.2,3.87
1210,2009.0,2009.0,New Mexico,35.0,Under 15 years,15-,52.0,Not Available,Not Available,3106.23,417.82,38.46,2.48,38.69,1.49
1211,2009.0,2009.0,New Mexico,35.0,15 - 17 years,15-17,1486.0,43552,34.12,3105.14,527.63,38.52,2.54,38.52,2.12
1212,2009.0,2009.0,New Mexico,35.0,18 - 19 years,18-19,2952.0,30019,98.34,3139.03,531.29,38.7,2.64,38.64,2.12
1213,2009.0,2009.0,New Mexico,35.0,20-24 years,20-24,8625.0,68808,125.35,3180.43,530.09,38.73,2.43,38.64,1.98
1214,2009.0,2009.0,New Mexico,35.0,25-29 years,25-29,8022.0,67997,117.98,3221.13,554.26,38.7,2.39,38.57,2.02
1215,2009.0,2009.0,New Mexico,35.0,30-34 years,30-34,4933.0,60951,80.93,3245.35,568.7,38.62,2.35,38.54,2.01
1216,2009.0,2009.0,New Mexico,35.0,35-39 years,35-39,2325.0,62472,37.22,3225.56,596.08,38.41,2.46,38.41,2.16
1217,2009.0,2009.0,New Mexico,35.0,40-44 years,40-44,559.0,63412,8.82,3149.6,684.12,38.19,2.93,38.13,2.63
1218,2009.0,2009.0,New Mexico,35.0,45-49 years,45-49,45.0,Not Available,Not Available,2884.09,758.63,37.33,3.07,37.51,2.38
1219,2009.0,2009.0,New York,36.0,Under 15 years,15-,208.0,Not Available,Not Available,3075.63,608.64,38.0,3.61,38.4,2.91
1220,2009.0,2009.0,New York,36.0,15 - 17 years,15-17,4703.0,390613,12.04,3116.83,588.94,38.47,3.08,38.53,2.48
1221,2009.0,2009.0,New York,36.0,18 - 19 years,18-19,11603.0,282788,41.03,3184.03,571.51,38.78,2.82,38.72,2.29
1222,2009.0,2009.0,New York,36.0,20-24 years,20-24,49746.0,688014,72.30,3230.42,570.9,38.83,2.61,38.72,2.15
1223,2009.0,2009.0,New York,36.0,25-29 years,25-29,66055.0,696897,94.78,3279.66,583.94,38.77,2.47,38.67,2.11
1224,2009.0,2009.0,New York,36.0,30-34 years,30-34,67029.0,641198,104.54,3292.78,594.06,38.63,2.44,38.59,2.11
1225,2009.0,2009.0,New York,36.0,35-39 years,35-39,38023.0,655268,58.03,3271.69,622.35,38.4,2.53,38.41,2.23
1226,2009.0,2009.0,New York,36.0,40-44 years,40-44,9880.0,699158,14.13,3226.14,664.36,38.17,2.64,38.24,2.36
1227,2009.0,2009.0,New York,36.0,45-49 years,45-49,794.0,Not Available,Not Available,3006.24,731.87,37.65,3.19,37.59,2.78
1228,2009.0,2009.0,New York,36.0,50 years and over,50+,69.0,Not Available,Not Available,2725.2,716.75,36.43,2.76,36.72,2.72
1229,2009.0,2009.0,North Carolina,37.0,Under 15 years,15-,184.0,Not Available,Not Available,3024.28,595.37,37.99,3.46,38.29,2.88
1230,2009.0,2009.0,North Carolina,37.0,15 - 17 years,15-17,4193.0,186453,22.49,3129.39,571.59,38.53,3.05,38.56,2.44
1231,2009.0,2009.0,North Carolina,37.0,18 - 19 years,18-19,9900.0,136382,72.59,3148.01,595.06,38.67,2.98,38.54,2.43
1232,2009.0,2009.0,North Carolina,37.0,20-24 years,20-24,33898.0,319143,106.22,3204.52,601.09,38.67,2.85,38.51,2.36
1233,2009.0,2009.0,North Carolina,37.0,25-29 years,25-29,34556.0,314140,110.00,3280.44,613.62,38.66,2.71,38.51,2.28
1234,2009.0,2009.0,North Carolina,37.0,30-34 years,30-34,27855.0,313575,88.83,3315.25,623.41,38.61,2.62,38.48,2.26
1235,2009.0,2009.0,North Carolina,37.0,35-39 years,35-39,13425.0,340206,39.46,3300.92,645.92,38.38,2.61,38.31,2.3
1236,2009.0,2009.0,North Carolina,37.0,40-44 years,40-44,2690.0,337147,7.98,3232.15,673.15,38.16,2.78,38.12,2.45
1237,2009.0,2009.0,North Carolina,37.0,45-49 years,45-49,137.0,Not Available,Not Available,3111.28,775.45,37.64,3.11,37.61,3.03
1238,2009.0,2009.0,North Dakota,38.0,15 - 17 years,15-17,161.0,12437,12.95,3188.29,721.85,38.45,2.96,38.25,3.02
1239,2009.0,2009.0,North Dakota,38.0,18 - 19 years,18-19,502.0,10696,46.93,3302.79,572.62,38.8,2.67,38.68,2.1
1240,2009.0,2009.0,North Dakota,38.0,20-24 years,20-24,2254.0,27444,82.13,3334.55,553.84,38.76,2.43,38.6,1.95
1241,2009.0,2009.0,North Dakota,38.0,25-29 years,25-29,3142.0,22221,141.40,3361.95,552.49,38.73,2.21,38.61,1.91
1242,2009.0,2009.0,North Dakota,38.0,30-34 years,30-34,1990.0,18940,105.07,3364.04,596.28,38.53,2.3,38.43,2.05
1243,2009.0,2009.0,North Dakota,38.0,35-39 years,35-39,796.0,17895,44.48,3330.32,633.78,38.21,2.41,38.19,2.25
1244,2009.0,2009.0,North Dakota,38.0,40-44 years,40-44,151.0,18796,8.03,3304.54,661.01,38.13,2.64,38.22,2.48
1245,2009.0,2009.0,Ohio,39.0,Under 15 years,15-,182.0,Not Available,Not Available,3004.49,611.63,38.08,3.61,38.14,2.75
1246,2009.0,2009.0,Ohio,39.0,15 - 17 years,15-17,4394.0,241060,18.23,3140.69,584.69,38.5,3.04,38.45,2.5
1247,2009.0,2009.0,Ohio,39.0,18 - 19 years,18-19,11051.0,166373,66.42,3147.87,589.29,38.6,2.88,38.43,2.43
1248,2009.0,2009.0,Ohio,39.0,20-24 years,20-24,37946.0,376614,100.76,3207.32,588.58,38.6,2.74,38.42,2.28
1249,2009.0,2009.0,Ohio,39.0,25-29 years,25-29,42668.0,366144,116.53,3287.66,595.21,38.64,2.52,38.48,2.16
1250,2009.0,2009.0,Ohio,39.0,30-34 years,30-34,31780.0,342301,92.84,3319.36,605.69,38.54,2.43,38.44,2.12
1251,2009.0,2009.0,Ohio,39.0,35-39 years,35-39,13823.0,370671,37.29,3305.26,633.71,38.31,2.51,38.28,2.21
1252,2009.0,2009.0,Ohio,39.0,40-44 years,40-44,2789.0,388627,7.18,3272.83,657.31,38.15,2.55,38.17,2.25
1253,2009.0,2009.0,Ohio,39.0,45-49 years,45-49,194.0,Not Available,Not Available,3135.61,809.93,37.63,3.17,37.73,2.94
1254,2009.0,2009.0,Ohio,39.0,50 years and over,50+,14.0,Not Available,Not Available,2470.86,756.26,37.0,3.23,36.14,3.56
1255,2009.0,2009.0,Oklahoma,40.0,Under 15 years,15-,95.0,Not Available,Not Available,3072.91,613.59,38.04,3.32,38.17,2.54
1256,2009.0,2009.0,Oklahoma,40.0,15 - 17 years,15-17,2203.0,75049,29.35,3139.36,605.74,38.38,3.08,38.29,2.51
1257,2009.0,2009.0,Oklahoma,40.0,18 - 19 years,18-19,5248.0,54660,96.01,3179.78,570.43,38.63,2.73,38.41,2.21
1258,2009.0,2009.0,Oklahoma,40.0,20-24 years,20-24,16915.0,130434,129.68,3217.02,563.92,38.55,2.58,38.36,2.05
1259,2009.0,2009.0,Oklahoma,40.0,25-29 years,25-29,16300.0,129122,126.24,3275.49,574.55,38.42,2.56,38.28,2.1
1260,2009.0,2009.0,Oklahoma,40.0,30-34 years,30-34,9255.0,114918,80.54,3298.83,608.69,38.29,2.45,38.23,2.05
1261,2009.0,2009.0,Oklahoma,40.0,35-39 years,35-39,3792.0,115332,32.88,3273.36,639.26,38.07,2.47,38.09,2.09
1262,2009.0,2009.0,Oklahoma,40.0,40-44 years,40-44,696.0,113274,6.14,3202.25,668.39,37.79,2.73,37.92,2.36
1263,2009.0,2009.0,Oklahoma,40.0,45-49 years,45-49,47.0,Not Available,Not Available,2880.49,775.73,36.34,3.6,36.72,3.09
1264,2009.0,2009.0,Oregon,41.0,Under 15 years,15-,38.0,Not Available,Not Available,2970.74,609.16,38.13,3.01,38.16,2.46
1265,2009.0,2009.0,Oregon,41.0,15 - 17 years,15-17,1165.0,73174,15.92,3265.49,521.95,39.08,2.54,38.95,1.98
1266,2009.0,2009.0,Oregon,41.0,18 - 19 years,18-19,2898.0,51927,55.81,3286.43,546.63,39.1,2.54,38.87,2.12
1267,2009.0,2009.0,Oregon,41.0,20-24 years,20-24,10851.0,124500,87.16,3327.46,553.8,39.02,2.39,38.84,1.94
1268,2009.0,2009.0,Oregon,41.0,25-29 years,25-29,13823.0,131811,104.87,3379.63,570.73,38.94,2.3,38.82,1.93
1269,2009.0,2009.0,Oregon,41.0,30-34 years,30-34,11544.0,125191,92.21,3403.9,589.13,38.84,2.25,38.8,1.98
1270,2009.0,2009.0,Oregon,41.0,35-39 years,35-39,5569.0,124839,44.61,3371.31,615.15,38.57,2.33,38.63,2.11
1271,2009.0,2009.0,Oregon,41.0,40-44 years,40-44,1169.0,121458,9.62,3368.73,619.12,38.58,2.27,38.61,1.98
1272,2009.0,2009.0,Oregon,41.0,45-49 years,45-49,67.0,Not Available,Not Available,3110.54,814.46,37.46,3.27,37.54,3.18
1273,2009.0,2009.0,Pennsylvania,42.0,Under 15 years,15-,137.0,Not Available,Not Available,2995.95,674.59,37.16,4.2,37.79,3.79
1274,2009.0,2009.0,Pennsylvania,42.0,15 - 17 years,15-17,3868.0,254874,15.18,3124.87,615.56,38.54,3.13,38.53,2.64
1275,2009.0,2009.0,Pennsylvania,42.0,18 - 19 years,18-19,8982.0,193562,46.40,3162.73,594.04,38.7,2.84,38.57,2.42
1276,2009.0,2009.0,Pennsylvania,42.0,20-24 years,20-24,32943.0,424896,77.53,3219.57,594.15,38.75,2.69,38.57,2.3
1277,2009.0,2009.0,Pennsylvania,42.0,25-29 years,25-29,41844.0,388156,107.80,3297.12,594.82,38.77,2.48,38.59,2.17
1278,2009.0,2009.0,Pennsylvania,42.0,30-34 years,30-34,36888.0,359858,102.51,3334.9,612.0,38.66,2.41,38.55,2.17
1279,2009.0,2009.0,Pennsylvania,42.0,35-39 years,35-39,17652.0,394120,44.79,3319.17,638.95,38.43,2.48,38.39,2.27
1280,2009.0,2009.0,Pennsylvania,42.0,40-44 years,40-44,3862.0,436145,8.85,3273.15,671.84,38.17,2.61,38.23,2.37
1281,2009.0,2009.0,Pennsylvania,42.0,45-49 years,45-49,233.0,Not Available,Not Available,3125.62,749.61,37.64,3.07,37.58,2.93
1282,2009.0,2009.0,Pennsylvania,42.0,50 years and over,50+,25.0,Not Available,Not Available,2624.83,1033.91,35.0,5.93,35.36,5.78
1283,2009.0,2009.0,Rhode Island,44.0,15 - 17 years,15-17,366.0,20922,17.49,3189.51,570.55,38.78,3.21,38.67,2.38
1284,2009.0,2009.0,Rhode Island,44.0,18 - 19 years,18-19,685.0,19854,34.50,3193.32,625.05,38.77,3.25,38.54,2.63
1285,2009.0,2009.0,Rhode Island,44.0,20-24 years,20-24,2445.0,40412,60.50,3251.05,588.58,38.88,2.74,38.59,2.23
1286,2009.0,2009.0,Rhode Island,44.0,25-29 years,25-29,3024.0,32529,92.96,3305.28,605.81,38.84,2.49,38.55,2.21
1287,2009.0,2009.0,Rhode Island,44.0,30-34 years,30-34,2950.0,31101,94.85,3355.0,603.52,38.76,2.5,38.55,2.18
1288,2009.0,2009.0,Rhode Island,44.0,35-39 years,35-39,1549.0,33831,45.79,3326.77,665.27,38.42,2.65,38.39,2.4
1289,2009.0,2009.0,Rhode Island,44.0,40-44 years,40-44,390.0,38021,10.26,3253.43,698.93,38.17,2.73,38.1,2.56
1290,2009.0,2009.0,Rhode Island,44.0,45-49 years,45-49,24.0,Not Available,Not Available,3010.08,513.59,36.75,3.82,37.83,1.72
1291,2009.0,2009.0,South Carolina,45.0,Under 15 years,15-,86.0,Not Available,Not Available,3066.43,506.24,37.86,3.07,38.53,1.99
1292,2009.0,2009.0,South Carolina,45.0,15 - 17 years,15-17,2217.0,91993,24.10,3061.9,579.27,38.28,3.25,38.26,2.53
1293,2009.0,2009.0,South Carolina,45.0,18 - 19 years,18-19,5434.0,70729,76.83,3115.81,575.89,38.45,2.81,38.35,2.22
1294,2009.0,2009.0,South Carolina,45.0,20-24 years,20-24,17378.0,160852,108.04,3157.57,588.0,38.45,2.78,38.29,2.25
1295,2009.0,2009.0,South Carolina,45.0,25-29 years,25-29,17056.0,153386,111.20,3229.23,598.87,38.43,2.55,38.29,2.11
1296,2009.0,2009.0,South Carolina,45.0,30-34 years,30-34,11874.0,142068,83.58,3265.44,614.59,38.32,2.54,38.23,2.14
1297,2009.0,2009.0,South Carolina,45.0,35-39 years,35-39,5450.0,153162,35.58,3241.57,664.03,38.08,2.67,38.05,2.32
1298,2009.0,2009.0,South Carolina,45.0,40-44 years,40-44,1053.0,156295,6.74,3167.99,714.39,37.65,3.05,37.8,2.66
1299,2009.0,2009.0,South Carolina,45.0,45-49 years,45-49,69.0,Not Available,Not Available,3084.32,617.69,37.46,2.85,37.9,2.27
1300,2009.0,2009.0,South Dakota,46.0,Under 15 years,15-,10.0,Not Available,Not Available,3430.8,354.57,39.4,1.8,39.6,0.92
1301,2009.0,2009.0,South Dakota,46.0,15 - 17 years,15-17,303.0,16599,18.25,3252.54,556.76,38.2,3.15,38.72,2.28
1302,2009.0,2009.0,South Dakota,46.0,18 - 19 years,18-19,789.0,11629,67.85,3270.25,546.93,38.75,2.56,38.75,2.2
1303,2009.0,2009.0,South Dakota,46.0,20-24 years,20-24,3157.0,27873,113.26,3299.5,543.69,38.75,2.37,38.75,1.94
1304,2009.0,2009.0,South Dakota,46.0,25-29 years,25-29,3906.0,26319,148.41,3344.7,544.01,38.67,2.28,38.73,1.92
1305,2009.0,2009.0,South Dakota,46.0,30-34 years,30-34,2598.0,23393,111.06,3395.21,553.24,38.54,2.26,38.68,1.99
1306,2009.0,2009.0,South Dakota,46.0,35-39 years,35-39,959.0,22513,42.60,3362.75,592.95,38.29,2.4,38.5,2.06
1307,2009.0,2009.0,South Dakota,46.0,40-44 years,40-44,201.0,23529,8.54,3259.35,712.74,37.95,2.84,38.3,2.54
1308,2009.0,2009.0,South Dakota,46.0,45-49 years,45-49,11.0,Not Available,Not Available,3141.09,899.92,38.27,6.54,37.36,5.12
1309,2009.0,2009.0,Tennessee,47.0,Under 15 years,15-,121.0,Not Available,Not Available,3065.07,537.65,38.22,2.97,38.24,2.16
1310,2009.0,2009.0,Tennessee,47.0,15 - 17 years,15-17,2957.0,125859,23.49,3110.19,576.62,38.33,2.85,38.32,2.38
1311,2009.0,2009.0,Tennessee,47.0,18 - 19 years,18-19,7421.0,88577,83.78,3127.12,580.76,38.5,2.7,38.32,2.28
1312,2009.0,2009.0,Tennessee,47.0,20-24 years,20-24,24061.0,210457,114.33,3181.73,581.27,38.48,2.56,38.29,2.17
1313,2009.0,2009.0,Tennessee,47.0,25-29 years,25-29,23260.0,212247,109.59,3254.29,593.42,38.47,2.47,38.31,2.11
1314,2009.0,2009.0,Tennessee,47.0,30-34 years,30-34,15858.0,202288,78.39,3286.32,609.64,38.37,2.42,38.26,2.13
1315,2009.0,2009.0,Tennessee,47.0,35-39 years,35-39,7093.0,216741,32.73,3263.18,638.74,38.19,2.44,38.1,2.19
1316,2009.0,2009.0,Tennessee,47.0,40-44 years,40-44,1338.0,218781,6.12,3243.55,684.65,37.99,2.7,37.97,2.48
1317,2009.0,2009.0,Tennessee,47.0,45-49 years,45-49,97.0,Not Available,Not Available,3101.89,768.07,37.56,2.38,37.53,2.43
1318,2009.0,2009.0,Texas,48.0,Under 15 years,15-,827.0,Not Available,Not Available,3029.81,585.48,37.85,3.36,37.94,2.81
1319,2009.0,2009.0,Texas,48.0,15 - 17 years,15-17,17921.0,545822,32.83,3121.25,549.98,38.36,2.75,38.33,2.32
1320,2009.0,2009.0,Texas,48.0,18 - 19 years,18-19,34735.0,363604,95.53,3148.22,542.57,38.49,2.59,38.38,2.16
1321,2009.0,2009.0,Texas,48.0,20-24 years,20-24,107412.0,874693,122.80,3195.32,552.49,38.47,2.52,38.33,2.13
1322,2009.0,2009.0,Texas,48.0,25-29 years,25-29,110413.0,910067,121.32,3253.4,571.32,38.47,2.43,38.32,2.09
